carrier_code,dia_semana_despachado,cross_or_ff,zip_code,validacion_tel,cumplimiento
shipnow,2,0,1706,1,0
shipnow,4,1,1636,1,0
shipnow,4,0,1884,1,0
shipnow,4,0,1854,1,0
shipnow,4,0,1615,1,0
shipnow,4,1,1714,1,0
shipnow,6,1,1804,1,0
shipnow,4,1,1642,1,0
iflow,4,0,1824,1,0
shipnow,4,0,1642,1,0
shipnow,3,1,1712,1,0
shipnow,4,1,1623,1,0
shipnow,6,1,1648,1,0
shipnow,6,1,1619,1,0
shipnow,4,0,1702,1,0
shipnow,4,1,1714,1,0
shipnow,6,1,1636,1,0
shipnow,4,1,1744,1,0
shipnow,6,1,1896,1,0
shipnow,2,1,1602,1,0
shipnow,1,1,1614,1,0
shipnow,4,0,1625,1,0
iflow,4,1,1759,1,0
shipnow,6,1,1617,1,0
shipnow,4,0,1900,1,0
shipnow,3,1,1636,1,0
shipnow,4,1,1619,1,0
shipnow,4,0,1623,1,0
shipnow,4,0,1653,1,0
shipnow,2,1,1834,1,0
shipnow,4,0,1900,1,0
shipnow,4,1,1842,1,0
shipnow,6,1,1650,1,0
shipnow,2,1,1714,1,0
iflow,4,1,1888,1,0
shipnow,4,1,1618,1,0
shipnow,6,1,1621,1,0
shipnow,6,1,1661,1,0
shipnow,4,0,1884,1,0
shipnow,4,1,1646,1,0
shipnow,4,1,1631,1,0
shipnow,6,1,1631,1,0
shipnow,2,1,1746,1,1
shipnow,4,1,1621,1,0
shipnow,4,0,1706,1,0
shipnow,4,0,1682,1,0
iflow,4,0,1900,1,0
shipnow,2,1,1644,1,0
shipnow,1,0,1826,1,0
shipnow,4,0,1622,1,0
iflow,4,0,1878,1,0
shipnow,4,1,1622,1,0
iflow,1,1,1653,1,0
shipnow,6,1,1629,1,0
shipnow,6,1,1712,1,0
shipnow,4,0,1846,1,0
shipnow,4,1,1870,1,0
shipnow,6,0,1682,1,0
iflow,1,1,1765,1,0
shipnow,1,1,1879,1,1
shipnow,4,0,1900,1,0
shipnow,4,1,1609,1,0
shipnow,6,1,1804,1,0
shipnow,4,1,1900,1,0
shipnow,4,0,1870,1,0
iflow,4,0,1605,1,0
shipnow,1,0,1714,1,0
shipnow,4,1,1670,1,0
shipnow,6,1,1706,1,0
shipnow,2,1,1879,1,0
shipnow,6,1,1879,1,0
shipnow,4,1,1625,1,0
shipnow,4,0,1870,1,0
iflow,2,1,1862,1,0
shipnow,6,1,1890,1,0
shipnow,1,1,1828,1,0
shipnow,4,0,1613,1,0
shipnow,6,1,1638,1,0
shipnow,4,0,1832,1,0
shipnow,4,0,1636,1,0
shipnow,4,1,1653,1,0
shipnow,1,1,1874,1,0
shipnow,4,0,1846,1,0
shipnow,4,0,1704,1,0
shipnow,4,1,1702,1,0
shipnow,1,0,1712,1,0
shipnow,4,1,1804,1,0
shipnow,4,1,1643,1,0
iflow,4,1,1825,1,0
shipnow,4,1,1870,1,0
iflow,5,1,1763,1,0
shipnow,4,0,1723,1,0
shipnow,6,1,1753,1,0
shipnow,4,0,1624,1,0
shipnow,4,0,1879,1,0
shipnow,4,1,1629,1,0
shipnow,6,1,1618,1,0
shipnow,4,1,1753,1,0
shipnow,2,1,1648,1,0
shipnow,2,1,1650,1,0
shipnow,4,0,1882,1,0
shipnow,6,1,1613,1,0
shipnow,4,1,1804,1,0
shipnow,4,0,1846,1,0
iflow,4,0,1874,1,0
shipnow,6,1,1896,1,0
shipnow,6,1,1643,1,0
shipnow,4,0,1640,1,0
shipnow,4,0,1642,1,0
iflow,2,1,1888,1,0
shipnow,2,1,1708,1,0
shipnow,4,0,1875,1,1
shipnow,4,0,1900,1,0
iflow,4,0,1824,1,0
shipnow,4,0,1618,1,0
shipnow,4,0,1900,1,0
shipnow,6,1,1834,1,0
shipnow,6,1,1900,1,0
shipnow,4,1,1665,1,0
shipnow,6,1,1636,1,0
shipnow,6,1,1651,1,0
shipnow,4,0,1631,1,0
shipnow,6,1,1688,1,0
iflow,4,0,1865,1,0
shipnow,4,0,1714,1,0
shipnow,4,1,1625,1,0
shipnow,4,0,1618,1,0
shipnow,4,1,1870,1,0
shipnow,6,0,1878,1,0
shipnow,4,1,1682,1,0
shipnow,3,1,1870,1,0
shipnow,3,1,1875,1,0
shipnow,3,1,1704,1,0
shipnow,3,1,1878,1,0
iflow,3,1,1765,1,0
shipnow,3,1,1706,1,0
shipnow,3,1,1675,1,0
shipnow,3,1,1876,1,0
shipnow,3,1,1657,1,0
iflow,3,1,1865,1,0
shipnow,3,1,1613,1,0
shipnow,3,1,1900,1,0
shipnow,3,1,1846,1,1
shipnow,3,1,1875,1,0
shipnow,3,1,1846,1,0
shipnow,3,1,1684,1,0
iflow,3,1,1765,1,0
shipnow,3,1,1900,1,0
shipnow,3,1,1852,1,0
shipnow,3,1,1900,1,0
shipnow,3,1,1900,1,0
shipnow,4,1,1688,1,0
shipnow,4,0,1686,1,0
iflow,4,1,1765,1,0
shipnow,6,1,1650,1,0
shipnow,4,1,1613,1,0
shipnow,6,1,1900,1,0
shipnow,4,0,1900,1,0
shipnow,4,0,1884,1,0
shipnow,4,0,1744,1,0
shipnow,6,1,1896,1,0
shipnow,1,1,1651,1,0
shipnow,6,1,1642,1,0
shipnow,4,1,1894,1,0
shipnow,4,0,1824,1,0
shipnow,4,1,1625,1,0
shipnow,4,1,1900,1,0
shipnow,4,1,1621,1,0
shipnow,3,1,1722,1,0
shipnow,4,0,1890,1,0
shipnow,4,0,1714,1,0
shipnow,4,0,1754,1,0
shipnow,4,0,1828,1,0
shipnow,4,0,1627,1,0
shipnow,1,0,1826,1,0
shipnow,4,1,1704,1,0
shipnow,6,1,1897,1,0
shipnow,3,1,1642,1,0
shipnow,4,0,1846,1,0
shipnow,6,1,1625,1,0
shipnow,4,1,1894,1,0
shipnow,4,1,1886,1,0
shipnow,4,1,1826,1,0
shipnow,2,1,1642,1,0
shipnow,4,0,1832,1,0
shipnow,4,1,1877,1,0
iflow,4,0,1763,1,0
shipnow,4,1,1772,1,0
iflow,4,1,1824,1,0
shipnow,4,0,1900,1,0
shipnow,4,1,1676,1,0
shipnow,6,1,1622,1,0
shipnow,1,0,1846,1,0
shipnow,6,1,1640,1,0
shipnow,4,1,1629,1,0
shipnow,3,1,1670,1,0
shipnow,3,1,1670,1,0
shipnow,3,1,1642,1,0
shipnow,3,1,1900,1,0
shipnow,3,1,1754,1,0
shipnow,3,1,1806,1,0
shipnow,3,1,1897,1,0
bmba,3,1,1706,1,0
shipnow,3,1,1602,1,0
shipnow,3,1,1602,1,0
shipnow,3,1,1653,1,0
shipnow,3,1,1832,1,0
shipnow,3,1,1665,1,0
shipnow,3,1,1684,1,0
shipnow,3,1,1878,1,0
shipnow,3,1,1712,1,0
shipnow,3,1,1642,1,0
shipnow,3,1,1633,1,0
shipnow,3,1,1629,1,0
shipnow,3,1,1638,1,0
shipnow,3,1,1870,1,0
shipnow,3,1,1629,1,0
shipnow,3,1,1879,1,0
shipnow,3,1,1637,1,0
shipnow,3,1,1653,1,0
shipnow,3,1,1629,1,0
shipnow,3,1,1636,1,0
shipnow,3,1,1879,1,0
shipnow,3,1,1602,1,0
shipnow,3,1,1713,1,0
shipnow,3,1,1706,1,0
shipnow,3,1,1642,1,0
shipnow,4,1,1900,1,0
shipnow,3,1,1640,1,0
shipnow,3,1,1629,1,0
shipnow,3,1,1629,1,0
shipnow,3,1,1644,1,0
shipnow,3,1,1636,1,0
shipnow,3,1,1828,1,0
shipnow,3,1,1617,1,0
shipnow,3,1,1636,1,0
shipnow,3,1,1832,1,0
shipnow,3,1,1621,1,0
shipnow,4,1,1636,1,0
shipnow,4,1,1664,1,0
shipnow,6,0,1629,1,0
shipnow,4,0,1669,1,0
shipnow,4,0,1824,1,0
iflow,4,1,1765,1,0
shipnow,4,1,1826,1,0
shipnow,4,1,1807,1,0
shipnow,4,0,1878,1,0
shipnow,4,1,1712,1,0
shipnow,4,0,1878,1,0
shipnow,4,0,1686,1,0
shipnow,6,1,1667,1,0
shipnow,4,1,1900,1,0
shipnow,4,0,1631,1,0
shipnow,4,1,1636,1,0
shipnow,4,1,1832,1,0
shipnow,2,1,1619,1,0
shipnow,4,0,1602,1,0
shipnow,4,0,1828,1,0
shipnow,1,1,1643,1,0
shipnow,4,0,1684,1,0
shipnow,4,1,1665,1,0
shipnow,6,1,1625,1,0
shipnow,4,1,1870,1,0
shipnow,4,1,1832,1,0
shipnow,4,1,1623,1,0
shipnow,4,0,1602,1,0
shipnow,2,1,1629,1,0
shipnow,4,1,1674,1,0
shipnow,6,1,1846,1,0
shipnow,4,1,1875,1,0
shipnow,4,0,1870,1,0
shipnow,4,1,1646,1,0
shipnow,4,1,1653,1,0
shipnow,4,1,1897,1,0
shipnow,4,0,1722,1,0
shipnow,6,1,1714,1,0
shipnow,4,0,1702,1,0
shipnow,4,1,1876,1,0
shipnow,2,1,1641,1,0
shipnow,4,0,1712,1,0
iflow,1,1,1765,1,0
shipnow,6,1,1625,1,0
shipnow,4,0,1644,1,0
shipnow,4,0,1900,1,0
shipnow,2,1,1752,1,0
shipnow,4,1,1636,1,0
shipnow,4,1,1712,1,0
shipnow,4,1,1625,1,0
shipnow,4,1,1824,1,0
shipnow,4,0,1611,1,0
shipnow,4,1,1638,1,0
shipnow,6,1,1670,1,0
shipnow,4,0,1847,1,0
shipnow,4,1,1688,1,0
shipnow,4,1,1708,1,0
shipnow,4,0,1602,1,0
shipnow,6,1,1621,1,0
shipnow,4,1,1900,1,0
shipnow,4,0,1625,1,0
shipnow,1,1,1708,1,0
shipnow,4,0,1712,1,0
shipnow,4,0,1702,1,0
shipnow,4,1,1722,1,0
shipnow,4,0,1648,1,0
shipnow,4,1,1625,1,0
shipnow,4,1,1832,1,0
shipnow,4,1,1826,1,0
shipnow,4,0,1897,1,0
shipnow,4,0,1643,1,0
shipnow,4,1,1637,1,0
shipnow,4,1,1621,1,0
shipnow,2,1,1605,1,0
shipnow,6,1,1828,1,0
shipnow,4,0,1804,1,0
shipnow,4,1,1832,1,0
shipnow,2,1,1667,1,0
shipnow,4,0,1635,1,0
iflow,4,1,1900,1,0
shipnow,4,0,1621,1,0
shipnow,4,1,1804,1,0
shipnow,2,1,1650,1,0
shipnow,4,1,1636,1,0
shipnow,4,1,1900,1,1
shipnow,1,1,1754,1,0
shipnow,4,1,1824,1,0
shipnow,4,1,1670,1,0
shipnow,4,0,1638,1,0
shipnow,4,0,1838,1,0
shipnow,4,0,1629,1,0
shipnow,4,0,1682,1,0
shipnow,6,1,1642,1,0
shipnow,6,1,1704,1,0
shipnow,4,0,1884,1,0
shipnow,2,1,1879,1,0
shipnow,4,1,1686,1,0
shipnow,4,0,1834,1,0
shipnow,4,1,1670,1,0
shipnow,4,1,1718,1,0
shipnow,1,1,1661,1,0
shipnow,6,1,1629,1,0
shipnow,4,1,1807,1,0
shipnow,6,1,1828,1,0
shipnow,6,1,1704,1,0
shipnow,4,0,1876,1,0
shipnow,4,1,1900,1,1
shipnow,4,0,1846,1,0
shipnow,4,1,1640,1,0
shipnow,4,0,1842,1,0
shipnow,4,1,1900,1,0
shipnow,4,0,1653,1,0
shipnow,6,1,1876,1,0
shipnow,4,1,1670,1,0
shipnow,4,0,1650,1,0
shipnow,6,1,1621,1,0
shipnow,2,1,1640,1,0
shipnow,4,1,1629,1,0
shipnow,4,0,1900,1,0
shipnow,4,1,1617,1,0
shipnow,2,1,1629,1,0
shipnow,4,0,1884,1,0
shipnow,4,1,1828,1,0
shipnow,4,0,1704,1,0
shipnow,4,1,1622,1,0
shipnow,4,0,1900,1,0
shipnow,6,1,1623,1,0
shipnow,4,0,1636,1,0
shipnow,4,1,1602,1,0
shipnow,4,1,1885,1,0
shipnow,4,0,1824,1,0
shipnow,4,0,1638,1,0
shipnow,4,1,1900,1,0
shipnow,4,1,1828,1,0
iflow,4,0,1888,1,0
shipnow,2,1,1804,1,0
shipnow,4,1,1678,1,0
shipnow,1,1,1646,1,0
shipnow,4,1,1876,1,0
shipnow,6,1,1713,1,0
shipnow,1,1,1708,1,0
shipnow,1,1,1846,1,0
iflow,1,1,1684,1,0
shipnow,6,1,1875,1,0
shipnow,6,1,1708,1,0
shipnow,6,1,1804,1,0
shipnow,4,1,1714,1,0
shipnow,6,1,1900,1,0
shipnow,4,1,1684,1,0
shipnow,4,1,1667,1,0
shipnow,2,1,1643,1,0
shipnow,6,1,1605,1,0
shipnow,6,1,1878,1,0
shipnow,4,1,1804,1,0
shipnow,4,0,1645,1,0
shipnow,4,0,1631,1,0
shipnow,6,1,1636,1,0
shipnow,1,1,1896,1,0
shipnow,4,0,1621,1,0
shipnow,4,0,1704,1,0
shipnow,6,1,1900,1,0
shipnow,6,1,1646,1,0
shipnow,2,1,1646,1,0
shipnow,2,1,1609,1,0
shipnow,6,1,1900,1,0
shipnow,4,1,1880,1,0
shipnow,6,1,1836,1,0
shipnow,1,1,1663,1,0
shipnow,4,1,1828,1,0
shipnow,2,1,1637,1,0
iflow,4,1,1900,1,0
shipnow,4,0,1900,1,0
shipnow,4,1,1842,1,0
shipnow,6,1,1636,1,0
shipnow,4,1,1686,1,0
shipnow,4,0,1890,1,0
shipnow,4,1,1896,1,0
shipnow,4,1,1642,1,0
shipnow,1,1,1824,1,0
shipnow,4,0,1824,1,0
shipnow,4,1,1670,1,0
iflow,4,0,1824,1,0
shipnow,1,1,1874,1,1
shipnow,6,1,1670,1,0
shipnow,4,1,1683,1,0
shipnow,4,0,1826,1,0
shipnow,4,1,1754,1,0
shipnow,4,0,1684,1,0
shipnow,4,1,1847,1,0
shipnow,4,0,1870,1,0
shipnow,4,0,1900,1,0
shipnow,4,0,1884,1,0
shipnow,1,1,1873,1,0
shipnow,1,1,1878,1,0
shipnow,4,1,1754,1,0
shipnow,2,1,1878,1,0
shipnow,1,1,1882,1,0
shipnow,6,1,1714,1,0
shipnow,4,1,1635,1,1
shipnow,4,1,1804,1,0
shipnow,4,1,1753,1,0
shipnow,4,1,1644,1,0
shipnow,4,0,1832,1,0
shipnow,4,1,1900,1,0
shipnow,6,1,1605,1,0
shipnow,4,1,1900,1,0
shipnow,4,1,1617,1,0
shipnow,4,1,1876,1,0
shipnow,4,1,1876,1,0
shipnow,4,1,1890,1,0
shipnow,4,1,1744,1,0
shipnow,4,1,1884,1,0
shipnow,4,1,1856,1,0
shipnow,6,1,1708,1,0
shipnow,4,1,1688,1,0
shipnow,4,1,1824,1,0
iflow,5,1,1832,1,0
shipnow,4,1,1714,1,0
shipnow,4,1,1876,1,0
shipnow,6,1,1896,1,0
iflow,4,1,1900,1,0
shipnow,4,0,1638,1,0
shipnow,4,1,1646,1,0
shipnow,2,1,1875,1,0
shipnow,1,1,1653,1,0
shipnow,5,1,1646,1,0
iflow,1,1,1650,1,0
shipnow,1,1,1618,1,0
iflow,1,1,1900,1,0
shipnow,1,1,1653,1,0
shipnow,1,1,1753,1,0
shipnow,1,1,1900,1,0
shipnow,4,0,1646,1,0
shipnow,6,1,1832,1,0
shipnow,4,1,1712,1,0
shipnow,4,1,1832,1,0
shipnow,4,1,1706,1,0
shipnow,4,1,1753,1,0
shipnow,4,0,1714,1,0
iflow,4,0,1849,0,0
shipnow,6,1,1646,1,0
iflow,1,1,1822,1,0
iflow,1,1,1888,1,0
shipnow,6,1,1714,1,0
shipnow,1,1,1872,1,0
shipnow,4,0,1650,1,0
shipnow,6,1,1746,1,0
shipnow,4,0,1667,1,0
shipnow,6,1,1670,1,0
shipnow,4,1,1897,1,0
shipnow,4,0,1684,1,0
shipnow,6,1,1744,1,0
shipnow,6,1,1642,1,0
shipnow,4,0,1607,1,0
shipnow,4,1,1669,1,0
shipnow,4,0,1643,1,0
shipnow,1,1,1621,1,0
shipnow,4,1,1684,1,0
iflow,5,1,1623,1,0
iflow,2,1,1881,1,0
shipnow,4,0,1653,1,0
shipnow,3,1,1900,1,1
shipnow,1,1,1619,1,0
iflow,5,1,1657,1,0
shipnow,6,1,1642,1,0
shipnow,6,1,1712,1,0
shipnow,4,1,1665,1,0
shipnow,4,1,1629,1,0
shipnow,2,1,1722,1,0
shipnow,4,1,1631,1,0
shipnow,6,1,1900,1,0
shipnow,2,1,1602,1,0
iflow,4,1,1757,1,0
shipnow,4,1,1714,1,0
shipnow,2,1,1636,1,0
shipnow,6,1,1661,1,0
shipnow,4,1,1900,1,0
shipnow,4,1,1872,1,0
shipnow,6,1,1876,1,0
shipnow,4,0,1824,1,0
shipnow,4,1,1870,1,0
shipnow,4,1,1876,1,0
shipnow,4,1,1804,1,0
iflow,4,1,1888,1,0
shipnow,4,1,1842,1,1
shipnow,4,1,1894,1,0
shipnow,4,0,1617,1,0
shipnow,4,0,1665,1,0
shipnow,4,1,1881,1,0
shipnow,1,1,1650,1,0
shipnow,4,1,1870,1,0
shipnow,6,1,1801,1,0
shipnow,6,1,1670,1,0
shipnow,4,0,1655,1,0
shipnow,1,1,1653,1,0
shipnow,6,1,1655,1,0
shipnow,2,1,1643,1,0
shipnow,4,1,1602,1,0
shipnow,6,1,1605,1,1
shipnow,4,1,1826,1,0
shipnow,4,1,1900,1,0
shipnow,4,0,1714,1,0
shipnow,4,1,1708,1,0
iflow,5,1,1900,1,0
shipnow,6,1,1617,1,0
shipnow,2,1,1605,1,0
shipnow,5,1,1878,1,0
iflow,5,1,1765,1,0
shipnow,4,0,1897,1,0
shipnow,4,1,1640,1,0
shipnow,6,1,1663,1,0
shipnow,4,0,1896,1,0
shipnow,6,1,1824,1,0
shipnow,6,1,1846,1,0
shipnow,4,1,1657,1,0
shipnow,4,1,1642,1,0
shipnow,6,1,1663,1,0
shipnow,6,1,1839,1,0
shipnow,6,1,1643,1,0
shipnow,6,1,1683,1,0
shipnow,2,1,1746,1,0
shipnow,2,1,1876,1,0
shipnow,4,0,1667,1,0
shipnow,6,1,1839,1,0
shipnow,3,0,1615,1,0
iflow,4,1,1757,1,0
shipnow,4,1,1872,1,0
shipnow,6,1,1704,1,0
shipnow,6,1,1640,1,0
shipnow,4,1,1602,1,0
shipnow,6,1,1663,1,0
shipnow,4,1,1824,1,0
shipnow,4,0,1708,1,0
shipnow,6,1,1832,1,0
shipnow,4,1,1676,1,0
shipnow,2,1,1636,1,0
shipnow,6,1,1648,1,0
shipnow,6,1,1653,1,0
iflow,4,1,1716,1,0
shipnow,6,1,1619,1,0
shipnow,4,1,1640,1,0
shipnow,2,1,1722,1,0
shipnow,4,0,1838,1,0
shipnow,4,1,1638,1,0
shipnow,6,0,1900,1,0
shipnow,3,1,1631,1,0
shipnow,4,0,1669,1,0
shipnow,4,1,1900,1,0
shipnow,4,1,1876,1,0
shipnow,6,1,1900,1,0
shipnow,1,1,1648,1,0
shipnow,6,1,1640,1,0
shipnow,4,1,1602,1,0
shipnow,4,1,1744,1,0
iflow,4,1,1865,1,0
iflow,5,1,1900,1,0
shipnow,1,1,1874,1,0
shipnow,6,1,1875,1,0
shipnow,6,1,1643,1,0
shipnow,6,1,1661,1,0
shipnow,6,1,1847,1,0
shipnow,6,1,1685,1,0
shipnow,6,1,1642,1,0
shipnow,6,1,1669,1,0
shipnow,6,1,1638,1,0
shipnow,6,1,1900,1,0
shipnow,6,1,1897,1,0
shipnow,6,1,1714,1,0
shipnow,1,1,1704,1,0
shipnow,6,1,1688,1,0
shipnow,6,0,1878,1,0
shipnow,2,1,1842,1,0
shipnow,6,1,1617,1,0
shipnow,6,1,1834,1,0
iflow,5,1,1824,1,0
shipnow,4,0,1702,1,0
shipnow,6,1,1900,1,0
shipnow,6,1,1653,1,0
shipnow,6,1,1604,1,0
shipnow,6,1,1629,1,0
shipnow,4,1,1613,1,0
shipnow,6,0,1629,1,0
shipnow,1,1,1667,1,0
shipnow,1,1,1812,1,0
shipnow,1,1,1629,1,0
shipnow,1,1,1686,1,0
shipnow,1,1,1653,1,0
shipnow,5,1,1900,1,0
shipnow,1,1,1884,1,0
shipnow,1,1,1708,1,0
shipnow,1,1,1900,1,0
shipnow,5,1,1824,1,0
shipnow,5,1,1636,1,0
shipnow,6,1,1642,1,0
shipnow,1,1,1714,1,0
shipnow,6,1,1617,1,0
shipnow,4,0,1642,1,0
iflow,4,1,1900,1,0
shipnow,2,1,1846,1,0
shipnow,5,1,1876,1,0
shipnow,3,1,1828,1,0
shipnow,4,0,1609,1,0
shipnow,4,0,1602,1,0
shipnow,2,1,1670,1,0
shipnow,3,1,1755,1,0
shipnow,6,1,1644,1,0
shipnow,2,1,1629,1,0
shipnow,4,0,1875,1,0
shipnow,4,0,1824,1,0
shipnow,5,0,1804,1,0
shipnow,4,0,1650,1,0
shipnow,1,1,1638,1,0
shipnow,1,1,1828,1,0
shipnow,4,0,1706,1,0
shipnow,6,1,1636,1,0
shipnow,4,0,1636,1,0
shipnow,6,1,1670,1,0
shipnow,5,0,1744,1,0
iflow,5,1,1878,1,0
shipnow,6,0,1643,1,0
shipnow,1,1,1900,1,0
shipnow,1,1,1878,1,0
shipnow,2,1,1870,1,0
shipnow,6,0,1644,1,0
shipnow,6,1,1669,1,0
shipnow,6,0,1706,1,0
shipnow,2,1,1627,1,0
shipnow,6,1,1625,1,0
shipnow,6,1,1718,1,0
shipnow,4,0,1824,1,0
shipnow,6,1,1602,1,1
iflow,5,1,1900,1,0
shipnow,6,1,1828,1,0
shipnow,6,1,1670,1,0
shipnow,6,1,1640,1,0
shipnow,6,1,1638,1,0
shipnow,6,1,1667,1,0
shipnow,6,1,1631,1,0
shipnow,6,1,1602,1,0
shipnow,6,1,1638,1,0
shipnow,6,1,1605,1,0
shipnow,6,1,1605,1,0
shipnow,6,1,1618,1,0
shipnow,6,1,1636,1,0
shipnow,6,1,1605,1,0
shipnow,6,1,1636,1,0
shipnow,6,1,1636,1,0
shipnow,6,1,1637,1,0
shipnow,2,1,1875,1,0
shipnow,6,1,1723,1,0
shipnow,6,1,1678,1,0
shipnow,6,0,1617,1,0
shipnow,6,1,1723,1,0
shipnow,6,1,1642,1,0
iflow,4,0,1648,1,0
shipnow,6,1,1636,1,0
shipnow,6,1,1644,1,0
shipnow,6,1,1885,1,0
shipnow,6,1,1900,1,0
shipnow,6,1,1665,1,0
shipnow,6,0,1605,1,0
shipnow,6,0,1644,1,0
shipnow,6,1,1714,1,0
shipnow,5,1,1825,1,0
shipnow,2,1,1644,1,0
shipnow,6,1,1642,1,0
shipnow,2,1,1876,1,0
shipnow,6,0,1640,1,1
shipnow,6,1,1852,1,0
shipnow,6,1,1832,1,0
shipnow,5,1,1870,1,0
shipnow,6,1,1684,1,0
shipnow,6,0,1752,1,0
iflow,2,1,1604,1,0
shipnow,6,1,1894,1,0
shipnow,1,1,1643,1,0
shipnow,2,1,1847,1,0
shipnow,6,1,1832,1,0
shipnow,6,1,1670,1,0
shipnow,6,1,1643,1,0
iflow,5,0,1778,1,0
shipnow,6,1,1878,1,0
shipnow,6,0,1643,1,0
shipnow,2,1,1722,1,0
shipnow,6,0,1643,1,0
shipnow,6,1,1640,1,0
shipnow,6,1,1646,1,0
iflow,2,1,1824,1,0
shipnow,6,0,1676,1,0
shipnow,6,1,1900,1,0
shipnow,6,0,1661,1,0
shipnow,6,1,1642,1,0
shipnow,2,1,1653,1,0
shipnow,6,0,1602,1,0
shipnow,1,1,1828,1,0
shipnow,6,1,1686,1,0
shipnow,1,0,1618,1,0
shipnow,6,0,1629,1,0
shipnow,1,1,1617,1,0
shipnow,6,0,1644,1,0
shipnow,6,1,1900,1,0
shipnow,1,1,1900,1,0
shipnow,6,1,1722,1,0
shipnow,6,0,1896,1,0
shipnow,6,1,1832,1,0
shipnow,6,0,1670,1,0
shipnow,1,1,1878,1,0
shipnow,6,1,1832,1,0
shipnow,6,1,1900,1,0
shipnow,1,1,1623,1,0
shipnow,2,1,1881,1,0
shipnow,6,1,1842,1,0
shipnow,1,1,1828,1,0
shipnow,1,1,1706,1,0
shipnow,1,0,1667,1,1
shipnow,6,0,1602,1,0
shipnow,3,1,1722,1,0
shipnow,5,0,1625,1,0
iflow,5,0,1885,1,0
shipnow,6,0,1846,1,0
shipnow,6,1,1682,1,0
shipnow,6,1,1648,1,0
shipnow,6,1,1661,1,0
shipnow,6,0,1640,1,0
shipnow,6,1,1805,1,0
shipnow,1,1,1900,1,0
shipnow,2,1,1641,1,0
shipnow,6,1,1629,1,0
shipnow,6,0,1629,1,0
shipnow,6,1,1643,1,0
shipnow,3,1,1714,1,0
shipnow,1,1,1648,1,0
shipnow,3,1,1900,1,0
shipnow,2,1,1636,1,0
shipnow,6,1,1854,1,0
shipnow,2,1,1629,1,0
shipnow,5,0,1744,1,0
iflow,3,1,1881,1,0
shipnow,3,1,1665,1,0
shipnow,6,0,1824,1,0
shipnow,2,1,1618,1,0
shipnow,6,1,1643,1,0
shipnow,1,1,1712,1,0
iflow,1,0,1757,1,0
shipnow,2,1,1881,1,0
shipnow,2,1,1878,1,0
shipnow,1,1,1712,1,0
shipnow,2,1,1824,1,0
shipnow,1,1,1804,1,0
shipnow,1,1,1804,1,0
shipnow,6,1,1891,1,0
shipnow,6,1,1846,1,0
shipnow,6,0,1722,1,0
shipnow,1,1,1702,1,0
shipnow,6,1,1894,1,0
shipnow,1,0,1846,1,0
shipnow,6,1,1641,1,0
shipnow,6,1,1890,1,0
shipnow,6,1,1896,1,0
shipnow,3,1,1878,1,0
shipnow,1,1,1619,1,0
shipnow,6,0,1752,1,0
shipnow,6,1,1804,1,0
shipnow,6,0,1642,1,0
shipnow,3,1,1625,1,0
shipnow,2,1,1642,1,0
shipnow,3,1,1723,1,0
shipnow,6,1,1870,1,0
iflow,5,1,1888,1,0
shipnow,2,1,1625,1,0
shipnow,5,0,1663,1,0
shipnow,6,1,1746,1,0
shipnow,6,0,1712,1,0
shipnow,6,1,1629,1,0
shipnow,6,0,1602,1,0
iflow,5,1,1757,1,0
shipnow,6,1,1874,1,0
shipnow,2,1,1704,1,0
shipnow,6,0,1602,1,0
shipnow,5,0,1618,1,0
shipnow,6,0,1766,1,0
shipnow,6,1,1665,1,0
shipnow,2,1,1870,1,0
shipnow,6,0,1712,1,1
shipnow,6,0,1766,1,0
shipnow,1,1,1828,1,0
shipnow,6,1,1619,1,0
shipnow,6,1,1854,1,0
shipnow,2,1,1854,1,0
shipnow,2,1,1714,1,0
shipnow,6,1,1842,1,0
shipnow,2,1,1722,1,0
shipnow,2,1,1611,1,0
shipnow,5,0,1686,1,0
shipnow,1,1,1621,1,0
shipnow,6,0,1706,1,0
shipnow,6,1,1648,1,0
shipnow,6,1,1688,1,0
shipnow,6,1,1896,1,0
shipnow,6,1,1712,1,0
shipnow,6,1,1900,1,0
iflow,5,1,1822,1,0
shipnow,6,1,1870,1,0
shipnow,6,1,1722,1,0
iflow,5,1,1864,1,0
shipnow,6,1,1611,1,0
shipnow,6,1,1661,1,0
shipnow,6,1,1900,1,0
shipnow,6,1,1828,1,0
shipnow,6,1,1665,1,0
shipnow,6,1,1746,1,0
iflow,5,1,1759,1,0
shipnow,6,0,1653,1,0
iflow,5,0,1900,1,0
shipnow,6,1,1900,1,0
iflow,5,1,1888,1,0
shipnow,1,1,1897,1,0
iflow,1,1,1759,1,0
shipnow,1,1,1662,1,0
shipnow,1,1,1824,1,0
shipnow,1,1,1890,1,0
shipnow,1,1,1834,1,0
iflow,1,1,1881,0,0
shipnow,3,1,1633,1,0
shipnow,6,0,1721,1,0
shipnow,6,1,1832,1,0
shipnow,6,0,1638,1,0
shipnow,1,1,1900,1,0
shipnow,6,1,1723,1,0
iflow,1,1,1865,1,0
shipnow,3,1,1852,1,0
shipnow,6,1,1832,1,0
shipnow,6,0,1714,1,0
shipnow,6,1,1828,1,0
shipnow,6,0,1834,1,0
shipnow,2,1,1754,1,0
shipnow,1,1,1882,1,0
shipnow,6,1,1683,1,0
